"一级","专业名","专业id","专业编码","别名"
建筑类,城市设计,100939,"0/100933/100939","城市设计,Urban Design"
建筑类,智慧建筑与建造,100940,"0/100933/100940","智慧建筑与建造,Smart Building and Construction"
仪器科学与技术类,仪器科学与技术,100942,"0/100941/100942","仪器科学与技术,Instrument Science and Technology"
园艺学类,园艺学,100944,"0/100943/100944","园艺学,Horticulture"
地球物理学类,地球物理学,100946,"0/100945/100946","地球物理学,Geophysics"
地球物理学类,空间科学与技术,100947,"0/100945/100947","空间科学与技术,Space Science and Technology"
地球物理学类,防灾减灾科学与工程,100948,"0/100945/100948","防灾减灾科学与工程,Disaster Prevention and Mitigation Science and Engineering"
地球物理学类,行星科学,100949,"0/100945/100949","行星科学,Planetary Science"
交通运输类,交通运输,100951,"0/100950/100951","交通运输,Transportation"
交通运输类,交通工程,100952,"0/100950/100952","交通工程,Traffic Engineering"
交通运输类,航海技术,100953,"0/100950/100953","航海技术,Sailing Technology"
交通运输类,轮机工程,100954,"0/100950/100954","轮机工程,Marine Engineering"
交通运输类,飞行技术,100955,"0/100950/100955","飞行技术,Flight Technology"
交通运输类,交通设备与控制工程,100956,"0/100950/100956","交通设备与控制工程,Traffic Equipment and Control Engineering"
交通运输类,救助与打捞工程,100957,"0/100950/100957","救助与打捞工程,Salvage and recovery projects"
交通运输类,船舶电子电气工程,100958,"0/100950/100958","船舶电子电气工程,Marine electrical and electronic engineering"
交通运输类,轨道交通电气与控制,100959,"0/100950/100959","轨道交通电气与控制,Rail Transit Electrical and Control"
交通运输类,邮轮工程与管理,100960,"0/100950/100960","邮轮工程与管理,Cruise Engineering and Management"
交通运输类,智慧交通,100961,"0/100950/100961","智慧交通,Smart Transportation"
交通运输类,智能运输工程,100962,"0/100950/100962","智能运输工程,Intelligent Transportation Engineering"
控制科学与工程类,控制科学与工程,100964,"0/100963/100964","控制科学与工程,Control Science and Engineering"
环境科学与工程类,环境科学与工程,100966,"0/100965/100966","环境科学与工程,Environmental Science and Engineering"
环境科学与工程类,环境工程,100967,"0/100965/100967","环境工程,Environmental Engineering"
环境科学与工程类,环境科学,100968,"0/100965/100968","环境科学,Environmental Science"
环境科学与工程类,环境生态工程,100969,"0/100965/100969","环境生态工程,Environmental and ecological engineering"
环境科学与工程类,环保设备工程,100970,"0/100965/100970","环保设备工程,Environmental protection equipment engineering"
环境科学与工程类,资源环境科学,100971,"0/100965/100971","资源环境科学,Resources and Environmental Sciences"
环境科学与工程类,水质科学与技术,100972,"0/100965/100972","水质科学与技术,Water Quality Science and Technology"
房地产类,房地产经营与管理,100974,"0/100973/100974","房地产经营与管理,Real estate operation and management"
房地产类,房地产智能检测与估价,100975,"0/100973/100975","房地产智能检测与估价,Real estate intelligent detection and valuation"
房地产类,现代物业管理,100976,"0/100973/100976","现代物业管理,Modern property management"
房地产类,房地产营销,100977,"0/100973/100977","房地产营销,Real Estate Marketing"
房地产类,物业服务,100978,"0/100973/100978","物业服务,Property Services"
房地产类,房地产投资与策划,100979,"0/100973/100979","房地产投资与策划,Real estate investment and planning"
化工技术类,石油炼制技术,100981,"0/100980/100981","石油炼制技术,Oil Refining Technology"
化工技术类,精细化工技术,100982,"0/100980/100982","精细化工技术,Fine Chemical Technology"
化工技术类,石油化工技术,100983,"0/100980/100983","石油化工技术,Petrochemical Technology"
化工技术类,煤化工技术,100984,"0/100980/100984","煤化工技术,Coal Chemical Technology"
化工技术类,高分子合成技术,100985,"0/100980/100985","高分子合成技术,Polymer synthesis technology"
化工技术类,海洋化工技术,100986,"0/100980/100986","海洋化工技术,Marine Chemical Technology"
化工技术类,分析检验技术,100987,"0/100980/100987","分析检验技术,Analytical testing technology"
化工技术类,化工智能制造技术,100988,"0/100980/100988","化工智能制造技术,Chemical Intelligent Manufacturing Technology"
化工技术类,化工自动化技术,100989,"0/100980/100989","化工自动化技术,Chemical Automation Technology"
化工技术类,涂装防护技术,100990,"0/100980/100990","涂装防护技术,Coating protection technology"
化工技术类,烟花爆竹技术与管理,100991,"0/100980/100991","烟花爆竹技术与管理,Fireworks and Firecrackers Technology and Management"
化工技术类,化学工艺,100992,"0/100980/100992","化学工艺,Chemical Process"
化工技术类,高分子材料加工工艺,100993,"0/100980/100993","高分子材料加工工艺,Polymer material processing technology"
化工技术类,橡胶工艺,100994,"0/100980/100994","橡胶工艺,Rubber Technology"
化工技术类,林产化工技术,100995,"0/100980/100995","林产化工技术,Forest Chemical Technology"
化工技术类,化工机械与设备,100996,"0/100980/100996","化工机械与设备,Chemical Machinery and Equipment"
化工技术类,化工仪表及自动化,100997,"0/100980/100997","化工仪表及自动化,Chemical Instrumentation and Automation"
化工技术类,火炸药技术,100998,"0/100980/100998","火炸药技术,Explosives Technology"
化工技术类,烟花爆竹生产与管理,100999,"0/100980/100999","烟花爆竹生产与管理,Fireworks and firecrackers production and management"
化工技术类,化工智能制造工程技术,101000,"0/100980/101000","化工智能制造工程技术,Chemical Intelligent Manufacturing Engineering Technology"
化工技术类,现代精细化工技术,101001,"0/100980/101001","现代精细化工技术,Modern fine chemical technology"
化工技术类,现代分析测试技术,101002,"0/100980/101002","现代分析测试技术,Modern analysis and testing technology"
材料类,材料科学与工程,101004,"0/101003/101004","材料科学与工程,Materials Science and Engineering"
材料类,材料物理,101005,"0/101003/101005","材料物理,Material Physics"
材料类,材料化学,101006,"0/101003/101006","材料化学,Materials Chemistry"
材料类,冶金工程,101007,"0/101003/101007","冶金工程,Metallurgical Engineering"
材料类,金属材料工程,101008,"0/101003/101008","金属材料工程,Metal Materials Engineering"
材料类,无机非金属材料工程,101009,"0/101003/101009","无机非金属材料工程,Inorganic non-metallic materials engineering"
材料类,高分子材料与工程,101010,"0/101003/101010","高分子材料与工程,Polymer Materials and Engineering"
材料类,复合材料与工程,101011,"0/101003/101011","复合材料与工程,Composite materials and engineering"
材料类,粉体材料科学与工程,101012,"0/101003/101012","粉体材料科学与工程,Powder Materials Science and Engineering"
材料类,宝石及材料工艺学,101013,"0/101003/101013","宝石及材料工艺学,Gem and Materials Technology"
材料类,焊接技术与工程,101014,"0/101003/101014","焊接技术与工程,Welding Technology and Engineering"
材料类,功能材料,101015,"0/101003/101015","功能材料,Functional Materials"
材料类,纳米材料与技术,101016,"0/101003/101016","纳米材料与技术,Nanomaterials and Technologies"
材料类,新能源材料与器件,101017,"0/101003/101017","新能源材料与器件,New energy materials and devices"
材料类,材料设计科学与工程,101018,"0/101003/101018","材料设计科学与工程,Materials Design Science and Engineering"
材料类,复合材料成型工程,101019,"0/101003/101019","复合材料成型工程,Composite material molding engineering"
材料类,智能材料与结构,101020,"0/101003/101020","智能材料与结构,Smart Materials and Structures"
材料类,光电信息材料与器件,101021,"0/101003/101021","光电信息材料与器件,Optoelectronic information materials and devices"
图书情报与档案管理类,图书馆学,101023,"0/101022/101023","图书馆学,Library Science"
图书情报与档案管理类,档案学,101024,"0/101022/101024","档案学,Archival Science"
图书情报与档案管理类,信息资源管理,101025,"0/101022/101025","信息资源管理,Information Resource Management"
图书情报与档案管理类,图书情报与档案管理,101026,"0/101022/101026","图书情报与档案管理,Library Information and Archives Management"
中医药类,中医学,101028,"0/101027/101028","中医学,Traditional Chinese Medicine"
中医药类,中医骨伤,101029,"0/101027/101029","中医骨伤,Traditional Chinese Medicine Bone Injury"
中医药类,针灸推拿,101030,"0/101027/101030","针灸推拿,Acupuncture and Massage"
中医药类,蒙医学,101031,"0/101027/101031","蒙医学,Mongolian Medicine"
中医药类,藏医学,101032,"0/101027/101032","藏医学,Tibetan Medicine"
中医药类,维医学,101033,"0/101027/101033","维医学,Uyghur Medicine"
中医药类,傣医学,101034,"0/101027/101034","傣医学,Dai Medicine"
中医药类,哈医学,101035,"0/101027/101035","哈医学,Harbin Medical University"
中医药类,朝医学,101036,"0/101027/101036","朝医学,Korean Medicine"
中医药类,中药学,101037,"0/101027/101037","中药学,Chinese Medicine"
中医药类,蒙药学,101038,"0/101027/101038","蒙药学,Mongolian medicine"
中医药类,维药学,101039,"0/101027/101039","维药学,Uyghur Pharmacy"
中医药类,藏药学,101040,"0/101027/101040","藏药学,Tibetan Medicine"
中医药类,中药材生产与加工,101041,"0/101027/101041","中药材生产与加工,Production and processing of Chinese medicinal materials"
中医药类,中药制药,101042,"0/101027/101042","中药制药,Chinese medicine"
中医药类,中医康复技术,101043,"0/101027/101043","中医康复技术,Traditional Chinese Medicine Rehabilitation Technology"
中医药类,中医养生保健,101044,"0/101027/101044","中医养生保健,Traditional Chinese Medicine Health Care"
中医药类,药膳与食疗,101045,"0/101027/101045","药膳与食疗,Medicinal food and diet therapy"
中医药类,中医,101046,"0/101027/101046","中医,Traditional Chinese Medicine"
中医药类,中医护理,101047,"0/101027/101047","中医护理,Traditional Chinese Medicine Nursing"
