标签名,公司名,公司别名
上市公司,兴源环境科技股份有限公司,"兴源环境科技股份有限公司,Xingyuan Environment Technology Co., Ltd.,兴源环境,杭州兴源过滤科技股份有限公司"
2025年第二季度末公募机构非货规模50强,兴证全球基金管理有限公司,
全国融资租赁企业50强,其他企业,
金融租赁公司,其他金融租赁公司,
上市公司,冀中能源股份有限公司,"冀中能源股份有限公司,冀中能源,Jizhong  Energy  Resources  Co., Ltd.,,峰峰集团有限公司总医院"
"世界500强,中国500强",冀中能源集团,"冀中能源集团,JIZHONG ENERGY GROUP,,峰峰集团有限公司总医院,冀中能源"
上市公司,冀凯装备制造股份有限公司,"冀凯装备制造股份有限公司,冀凯股份,Jikai Equipment Manufacturing Co., Ltd.,石家庄中煤装备制造股份有限公司,石家庄中煤装备制造有限公司"
瞪羚企业,内外,
"上市公司,中国500强,驰名保护,驰名商标",内蒙古伊利实业集团股份有限公司,"内蒙古伊利实业集团股份有限公司,伊利股份,Inner Mongolia Yili Industrial Group Co., Ltd.,内蒙古伊利实业股份有限公司,伊利集团"
中国500强,内蒙古伊泰煤炭股份有限公司,"内蒙古伊泰煤炭股份有限公司,伊泰煤炭"
上市公司,内蒙古兰太实业股份有限公司,"内蒙古兰太实业股份有限公司,兰太实业"
上市公司,内蒙古兴业矿业股份有限公司,"内蒙古兴业矿业股份有限公司,兴业矿业,INNER MONGOLIA XINGYE MINING CO.,LTD"
"上市公司,中国500强",内蒙古包钢钢联股份有限公司,"内蒙古包钢钢联股份有限公司,包钢股份,包钢"
上市公司,内蒙古北方重型汽车股份有限公司,"内蒙古北方重型汽车股份有限公司,北方股份,北方重汽"
上市公司,内蒙古天首科技发展股份有限公司,"内蒙古天首科技发展股份有限公司,天首发展,Inner Mongolia TianShou Technology&development, CO.,LTD.,内蒙古四海科技股份有限公司,内蒙古民族实业集团股份有限公司,内蒙古敕勒川科技发展股份有限公司,内蒙古民族商场股份有限公司(集团)"
上市公司,内蒙古平庄能源股份有限公司,"内蒙古平庄能源股份有限公司,平能,Inner Mongolia PingZhuang Energy Resources CO.,LTD,平庄能源"
上市公司,内蒙古福瑞医疗科技股份有限公司,"内蒙古福瑞医疗科技股份有限公司,Inner Mongolia Furui Medical Science Co.,Ltd.,福瑞股份,内蒙古福瑞中蒙药科技股份有限公司,福瑞医疗"
上市公司,内蒙古第一机械集团股份有限公司,"内蒙古第一机械集团股份有限公司,内蒙一机,Inner Mongolia First Machinery Group Co.,Ltd.,包头北方创业股份有限公司,内蒙古一机"
国家制造业单项冠军,内蒙古美力坚科技化工有限公司,
上市公司,内蒙古蒙电华能热电股份有限公司,"内蒙古蒙电华能热电股份有限公司,Inner Mongolia Mengdian Huaneng Thermal Power Corporation Limited,内蒙华电,内蒙古华电"
上市公司,内蒙古蒙草生态环境(集团)股份有限公司,"内蒙古蒙草生态环境(集团)股份有限公司,蒙草生态,Inner Mongolia M-Grass Ecology And Environment(Group)Co.,Ltd.,内蒙古和信园蒙草抗旱绿化股份有限公司,呼和浩特市和信园绿化有限公司,内蒙古蒙草抗旱股份有限公司,内蒙古蒙草抗旱绿化有限公司"
"上市公司,中国500强",内蒙古西水创业股份有限公司,"内蒙古西水创业股份有限公司,西水股份,内蒙古西卓子山草原水泥股份有限公司"
上市公司,内蒙古远兴能源股份有限公司,"内蒙古远兴能源股份有限公司,INNER MONGOLIA YUAN XING ENERGY COMPANY LIMITED,远兴能源,内蒙古远兴天然碱股份有限公司"
"上市公司,中国500强,国家制造业单项冠军",内蒙古鄂尔多斯资源股份有限公司,"内蒙古鄂尔多斯资源股份有限公司,鄂尔多斯,内蒙古鄂尔多斯羊绒制品股份有限公司,内蒙古鄂尔多斯"
上市公司,内蒙古霍林河露天煤业股份有限公司,"内蒙古霍林河露天煤业股份有限公司,露天煤业,HUOLINHE OPENCUT COAL INDUSTRY CORPORATION LIMITED OF  INNER  MONGOLIA"
瞪羚企业,再惠,
"中国生物药研发实力50强,中国药品研发综合实力100强,中国药品研发综合实力100强",再鼎医药（上海）有限公司,
"《财富》中国500强净资产收益率（ROE）10强,区域百强",农夫山泉股份有限公司,"农夫山泉股份有限公司,农夫山泉,尖叫,东方树叶"
2025年第二季度末公募机构非货规模50强,农银汇理基金管理有限公司,
"上市公司,区域百强",冠城大通股份有限公司,"冠城大通股份有限公司,冠城大通,福州大通机电股份有限公司"
区域百强,冠捷显示科技(厦门)有限公司,"冠捷显示科技(厦门)有限公司,冠捷显示科技,冠捷科技"
上市公司,冠昊生物科技股份有限公司,"冠昊生物科技股份有限公司,广东冠昊生物科技股份有限公司,冠昊生物,Guanhao Biotech Co., Ltd"
上市公司,冠福控股股份有限公司,"冠福控股股份有限公司,冠福股份,Guanfu Holdings CO.,Ltd.,福建冠福现代家用股份有限公司"
上市公司,冰轮环境技术股份有限公司,"冰轮环境技术股份有限公司,Moon  Environment  Technology  Co.,Ltd.,冰轮环境,烟台冰轮股份有限公司"
瞪羚企业,冰鉴科技,
上市公司,凌云工业股份有限公司,"凌云工业股份有限公司,凌云股份"
"中国VR50强企业,VR50强企业",凌宇科技（北京）有限公司,
"上市公司,中国500强",凌源钢铁股份有限公司,"凌源钢铁股份有限公司,Lingyuan Iron & Steel Co.,Ltd.,凌钢股份"
瞪羚企业,凌空天行,
瞪羚企业,凌迪科技,
瞪羚企业,几何伙伴,
上市公司,凤凰光学股份有限公司,"凤凰光学股份有限公司,凤凰光学"
上市公司,凯撒(中国)文化股份有限公司,"凯撒(中国)文化股份有限公司,凯撒文化,Kaiser (China) Culture Co., LTD,凯撒(中国)股份有限公司,凯撒(汕头)有限公司"
上市公司,凯瑞德控股股份有限公司,"凯瑞德控股股份有限公司,KAIRUIDE HOLDING CO.,LTD.,凯瑞德"
上市公司,凯盛科技股份有限公司,"凯盛科技股份有限公司,方兴科技,凯盛科技"
上市公司,凯莱英医药集团(天津)股份有限公司,"凯莱英医药集团(天津)股份有限公司,Asymchem Laboratories (Tianjin) Co., Ltd.,凯莱英"
瞪羚企业,凯迪仕,
上市公司,凯迪生态环境科技股份有限公司,"凯迪生态环境科技股份有限公司,凯迪生态,KAIDI ECOLOGICAL AND ENVIRONMENTAL TECHNOLOGY CO.,LTD,凯迪电力,武汉凯迪,武汉凯迪电力股份有限公司"
上市公司,分众传媒信息技术股份有限公司,"分众传媒信息技术股份有限公司,分众传媒,Focus Media Information Technology Co.,Ltd,七喜控股股份有限公司,七喜电脑股份有限公司,广州七喜电脑股份有限公司"
瞪羚企业,分贝通,
瞪羚企业,则一供应链,
上市公司,创业软件股份有限公司,"创业软件股份有限公司,创业软件,B-Soft Co.,Ltd"
上市公司,创业黑马(北京)科技股份有限公司,"创业黑马(北京)科技股份有限公司,创业黑马,Dark Horse Venture (Beijing) Technology Co. Ltd."
上市公司,创元科技股份有限公司,"创元科技股份有限公司,CREATE TECHNOLOGY & SCIENCE CO.,LTD,创元科技"
上市公司,创新医疗管理股份有限公司,"创新医疗管理股份有限公司,Innovative Medical Management Co.,Ltd.,创新医疗,上海创新投"
上市公司,创维数字股份有限公司,"创维数字股份有限公司,SKYWORTH DIGITAL CO.,LTD.,创维数字,华润锦华股份有限公司"
"中国500强,区域百强",创维集团有限公司,"创维集团有限公司,创维,创维集团,酷开,SKYWORTH,创维投资(深圳)有限公司,创维网络通讯(深圳)有限公司"
2025年第二季度末公募机构非货规模50强,创金合信基金管理有限公司,
上市公司,利亚德光电股份有限公司,"利亚德光电股份有限公司,利亚德,Leyard Optoelectronic Co.,Ltd.,利亚德光电,北京利亚德电子科技有限公司"
"中国VR50强企业,VR50强企业",利亚德集团&北京虚拟动点科技有限公司,
世界500强,利安德巴塞尔工业公司,"利安德巴塞尔工业公司,LYONDELLBASELL INDUSTRIES,利安德巴塞尔"
上市公司,利尔化学股份有限公司,"利尔化学股份有限公司,Lier Chemical Co.,LTD,利尔化学"
区域百强,利时集团股份有限公司,"利时集团股份有限公司,利时,浙江利时投资集团股份有限公司,浙江利时投资股份有限公司,利时集团"
上市公司,利欧集团股份有限公司,"利欧集团股份有限公司,LEO GROUP CO.,LTD.,利欧股份,LEO,浙江利欧股份有限公司,利欧集团"
上市公司,利民化工股份有限公司,"利民化工股份有限公司,利民股份,Limin Chemical Co., Ltd."
区域百强,利泰集团有限公司,"利泰集团有限公司,利泰集团"
上市公司,利达光电股份有限公司,"利达光电股份有限公司,利达光电,LIDA OPTICAL AND ELECTRONIC CO.,LTD."
"全球保险品牌价值100强,世界500强",前进保险公司,"前进保险公司,PROGRESSIVE,前进保险"
世界500强,力拓集团,"力拓集团,RIO TINTO GROUP,力拓"
地产百强,力高集团(香港)有限公司,"力高集团(香港)有限公司,力高集团"
上市公司,加加食品集团股份有限公司,"加加食品集团股份有限公司,Jiajia Food Group Co.,Ltd.,加加食品,盘中餐,长沙加加食品集团有限公司"
世界500强,加拿大丰业银行,"加拿大丰业银行,BANK OF NOVA SCOTIA,丰业银行"
世界500强,加拿大乔治威斯顿公司,"加拿大乔治威斯顿公司,GEORGE WESTON,乔治威斯顿"
全球保险品牌价值100强,加拿大人寿,
世界500强,加拿大皇家银行,"加拿大皇家银行,ROYAL BANK OF CANADA"
世界500强,加拿大鲍尔集团,"加拿大鲍尔集团,POWER CORP. OF CANADA,鲍尔集团"
"福布斯中国人工智能科技企业50强,福布斯中国人工智能科技企业50强",加速进化,
瞪羚企业,劲方医药,
上市公司,包头东宝生物技术股份有限公司,"包头东宝生物技术股份有限公司,东宝生物,Baotou Dongbao Bio-Tech Co.,Ltd.,圆素"
上市公司,包头华资实业股份有限公司,"包头华资实业股份有限公司,华资实业,Baotou Huazi Industry Co.,Ltd,包头华资实业股份公司"
上市公司,包头明天科技股份有限公司,"包头明天科技股份有限公司,明天科技,包头黄河化工股份有限公司"
全国高新区盈利能力百强,包头稀土高新技术产业开发区,
区域百强,北京ABB高压开关设备有限公司,"北京ABB高压开关设备有限公司,ABB高压开关"
独角兽,北京一点网聚科技有限公司,"北京一点网聚科技有限公司,一点资讯"
区域百强,北京一轻控股有限责任公司,北京一轻控股有限责任公司
上市公司,北京万向新元科技股份有限公司,"北京万向新元科技股份有限公司,新元科技,Beijing New Universal Science and Technology Co.,Ltd.,北京万向新元科技有限公司"
"中国生物药研发实力50强,中国药品研发综合实力100强",北京万泰生物药业股份有限公司,
区域百强,北京万通先锋置业股份有限公司,北京万通先锋置业股份有限公司
上市公司,北京万通地产股份有限公司,"北京万通地产股份有限公司,万通地产,Beijing Vantone Real Estate Co.,Ltd.,北京万通先锋置业股份有限公司"
上市公司,北京万邦达环保技术股份有限公司,"北京万邦达环保技术股份有限公司,万邦达,Beijing Water Business Doctor Co.,Ltd.,北京万邦达环保技术有限公司"
上市公司,北京万集科技股份有限公司,"北京万集科技股份有限公司,BEIJING WANJI TECHNOLOGY CO.,LTD.,万集科技,万兴科技股份有限公司,万兴科技,深圳市万兴软件有限公司,深圳万兴信息科技股份有限公司,北京万集科技"
上市公司,北京三元食品股份有限公司,"北京三元食品股份有限公司,三元股份,三元食品,三元"
上市公司,北京三夫户外用品股份有限公司,"北京三夫户外用品股份有限公司,Beijing Sanfo Outdoor Equipment Co., Ltd,三夫户外,三夫户外用品有限公司,北京三夫户外用品开发有限公司"
"《财富》中国500强,CNPP上市公司行业十大品牌,《财富》中国500强,世界500强,中国500强,大厂经验,独角兽",北京三快科技有限公司,"北京三快科技有限公司,美团,新美大,美团云,猫眼电影,大众点评,美团点评"
上市公司,北京三联虹普新合纤技术服务股份有限公司,"北京三联虹普新合纤技术服务股份有限公司,Beijing Sanlian Hope Shin-Gosen Technical Service Co., Ltd.,三联虹普,北京三联虹普纺织化工技术有限公司"
"上市公司,中国500强",北京三聚环保新材料股份有限公司,"北京三聚环保新材料股份有限公司,Beijing Sanju Environmental Protection & New Materials Co.,Ltd.,三聚环保,北京三聚化工技术有限公司"
上市公司,北京世纪瑞尔技术股份有限公司,"北京世纪瑞尔技术股份有限公司,Beijing Century Real Technology Co.,Ltd.,世纪瑞尔,iREAL"
