一级,二级,技能名,技能id,技能编码,别名
数据产品经理,产品方向,B端产品,104259,0/104242/104253/104259,"B端产品,B-end products"
数据产品经理,产品方向,生活服务产品,104260,0/104242/104253/104260,"生活服务产品,Life service products"
数据产品经理,产品方向,视频产品,104261,0/104242/104253/104261,"视频产品,Video Products"
数据产品经理,产品方向,旅游产品,104262,0/104242/104253/104262,"旅游产品,Tourism Products"
数据产品经理,产品方向,广告产品,104263,0/104242/104253/104263,"广告产品,Advertising Products"
数据产品经理,产品方向,社交产品,104264,0/104242/104253/104264,"社交产品,Social Products"
数据产品经理,产品方向,游戏产品,104265,0/104242/104253/104265,"游戏产品,Game Products"
数据产品经理,产品方向,信息系统,104266,0/104242/104253/104266,"信息系统,Information Systems"
数据产品经理,产品方向,医疗产品,104267,0/104242/104253/104267,"医疗产品,Medical Products"
数据产品经理,产品方向,电商产品,104268,0/104242/104253/104268,"电商产品,E-commerce products"
数据产品经理,产品方向,在线教育产品,104269,0/104242/104253/104269,"在线教育产品,Online education products"
数据产品经理,产品方向,风控产品,104270,0/104242/104253/104270,"风控产品,Risk Control Products"
数据产品经理,产品方向,内容产品,104271,0/104242/104253/104271,"内容产品,Content Products"
数据产品经理,产品方向,大数据产品,104272,0/104242/104253/104272,"大数据产品,Big Data Products"
数据产品经理,产品职责,交互设计,104274,0/104242/104273/104274,"交互设计,Interaction Design"
数据产品经理,产品职责,原型设计,104275,0/104242/104273/104275,"原型设计,Prototype Design"
数据产品经理,产品职责,思维导图,104276,0/104242/104273/104276,"思维导图,Mind Map"
数据产品经理,产品职责,需求分析,104278,0/104242/104273/104278,"需求分析,Demand Analysis"
数据产品经理,产品职责,用户研究,104280,0/104242/104273/104280,"用户研究,User Research"
移动产品经理,产品方向,物流产品,104283,0/104281/104282/104283,"物流产品,Logistics Products"
移动产品经理,产品方向,策略产品,104284,0/104281/104282/104284,"策略产品,Strategic Products"
移动产品经理,产品方向,金融产品,104285,0/104281/104282/104285,"金融产品,Financial Products"
移动产品经理,产品方向,商业产品,104286,0/104281/104282/104286,"商业产品,Commercial Products"
移动产品经理,产品方向,数据产品,104287,0/104281/104282/104287,"数据产品,Data Products"
移动产品经理,产品方向,功能产品,104288,0/104281/104282/104288,"功能产品,Functional products"
移动产品经理,产品方向,搜索产品,104289,0/104281/104282/104289,"搜索产品,Search Products"
移动产品经理,产品方向,B端产品,104291,0/104281/104282/104291,"B端产品,B-end products"
移动产品经理,产品方向,APP产品,104292,0/104281/104282/104292,"APP产品,APP Products"
移动产品经理,产品方向,生活服务产品,104293,0/104281/104282/104293,"生活服务产品,Life service products"
移动产品经理,产品方向,视频产品,104294,0/104281/104282/104294,"视频产品,Video Products"
移动产品经理,产品方向,旅游产品,104295,0/104281/104282/104295,"旅游产品,Tourism Products"
移动产品经理,产品方向,广告产品,104296,0/104281/104282/104296,"广告产品,Advertising Products"
移动产品经理,产品方向,社交产品,104297,0/104281/104282/104297,"社交产品,Social Products"
移动产品经理,产品方向,游戏产品,104298,0/104281/104282/104298,"游戏产品,Game Products"
移动产品经理,产品方向,信息系统,104299,0/104281/104282/104299,"信息系统,Information Systems"
移动产品经理,产品方向,医疗产品,104300,0/104281/104282/104300,"医疗产品,Medical Products"
移动产品经理,产品方向,资讯产品,104301,0/104281/104282/104301,"资讯产品,Information Products"
移动产品经理,产品方向,电商产品,104302,0/104281/104282/104302,"电商产品,E-commerce products"
移动产品经理,产品方向,在线教育产品,104303,0/104281/104282/104303,"在线教育产品,Online education products"
移动产品经理,产品方向,内容产品,104304,0/104281/104282/104304,"内容产品,Content Products"
移动产品经理,产品方向,硬件产品,104305,0/104281/104282/104305,"硬件产品,Hardware Products"
移动产品经理,产品职责,交互设计,104307,0/104281/104306/104307,"交互设计,Interaction Design"
移动产品经理,产品职责,原型设计,104308,0/104281/104306/104308,"原型设计,Prototype Design"
移动产品经理,产品职责,思维导图,104309,0/104281/104306/104309,"思维导图,Mind Map"
移动产品经理,产品职责,用户增长,104310,0/104281/104306/104310,"用户增长,User growth"
移动产品经理,产品职责,需求分析,104312,0/104281/104306/104312,"需求分析,Demand Analysis"
移动产品经理,产品职责,用户研究,104314,0/104281/104306/104314,"用户研究,User Research"
金融产品经理,产品方向,数据产品,104317,0/104315/104316/104317,"数据产品,Data Products"
金融产品经理,产品方向,功能产品,104318,0/104315/104316/104318,"功能产品,Functional products"
金融产品经理,产品方向,风控产品,104319,0/104315/104316/104319,"风控产品,Risk Control Products"
金融产品经理,产品方向,基金产品,104320,0/104315/104316/104320,"基金产品,Fund Products"
金融产品经理,产品软件,墨刀,104322,0/104315/104321/104322,"墨刀,Mockplus"
金融产品经理,产品软件,Visio,104323,0/104315/104321/104323,Visio
金融产品经理,产品软件,Axure,104324,0/104315/104321/104324,Axure
化妆品产品经理,化妆品品类,彩妆,104328,0/104325/104326/104328,"彩妆,Cosmetics Makeup"
化妆品产品经理,化妆品品类,护肤品,104330,0/104325/104326/104330,"护肤品,Skin Care"
硬件产品经理,产品方向,安防产品,104333,0/104331/104332/104333,"安防产品,Security Products"
硬件产品经理,产品方向,车载产品,104336,0/104331/104332/104336,"车载产品,Vehicle Products"
硬件产品经理,产品方向,B端产品,104337,0/104331/104332/104337,"B端产品,B-end products"
硬件产品经理,产品方向,网关产品,104338,0/104331/104332/104338,"网关产品,Gateway Products"
硬件产品经理,产品方向,视频产品,104339,0/104331/104332/104339,"视频产品,Video Products"
硬件产品经理,产品方向,音频产品,104340,0/104331/104332/104340,"音频产品,Audio Products"
硬件产品经理,产品方向,智能家居产品,104341,0/104331/104332/104341,"智能家居产品,Smart Home Products"
硬件产品经理,产品方向,医疗器械产品,104342,0/104331/104332/104342,"医疗器械产品,Medical Devices Products"
硬件产品经理,产品职责,交互设计,104344,0/104331/104343/104344,"交互设计,Interaction Design"
硬件产品经理,产品职责,原型设计,104345,0/104331/104343/104345,"原型设计,Prototype Design"
硬件产品经理,产品职责,思维导图,104346,0/104331/104343/104346,"思维导图,Mind Map"
硬件产品经理,产品职责,需求分析,104348,0/104331/104343/104348,"需求分析,Demand Analysis"
硬件产品经理,产品职责,用户研究,104350,0/104331/104343/104350,"用户研究,User Research"
游戏策划,产品职责,原型设计,104353,0/104351/104352/104353,"原型设计,Prototype Design"
游戏策划,产品职责,思维导图,104354,0/104351/104352/104354,"思维导图,Mind Map"
游戏策划,游戏策划方向,游戏剧情策划,104356,0/104351/104355/104356,"游戏剧情策划,Game plot planning"
游戏策划,游戏策划方向,游戏数值策划,104357,0/104351/104355/104357,"游戏数值策划,Game numerical planning"
游戏策划,游戏策划方向,游戏系统策划,104358,0/104351/104355/104358,"游戏系统策划,Game system planning"
游戏策划,游戏策划方向,游戏关卡策划,104359,0/104351/104355/104359,"游戏关卡策划,Game level planning"
游戏策划,游戏策划方向,SLG策划,104360,0/104351/104355/104360,"SLG策划,SLG Planning"
游戏策划,游戏策划方向,RPG策划,104361,0/104351/104355/104361,"RPG策划,RPG Planning"
游戏策划,游戏策划方向,射击游戏策划,104362,0/104351/104355/104362,"射击游戏策划,Shooting game planning"
游戏策划,游戏策划方向,体育游戏策划,104364,0/104351/104355/104364,"体育游戏策划,Sports game planning"
游戏策划,游戏策划方向,手游策划,104365,0/104351/104355/104365,"手游策划,Mobile game planning"
游戏策划,游戏策划方向,格斗游戏策划,104366,0/104351/104355/104366,"格斗游戏策划,Fighting Game Planning"
游戏策划,游戏策划方向,端游策划,104367,0/104351/104355/104367,"端游策划,PC game planning"
游戏策划,游戏策划方向,棋牌游戏策划,104368,0/104351/104355/104368,"棋牌游戏策划,Board game planning"
游戏策划,游戏策划方向,卡牌游戏策划,104369,0/104351/104355/104369,"卡牌游戏策划,Card game planning"
游戏策划,游戏策划方向,主机游戏策划,104370,0/104351/104355/104370,"主机游戏策划,Console Game Planning"
游戏策划,游戏策划方向,游戏执行策划,104371,0/104351/104355/104371,"游戏执行策划,Game executive planning"
游戏策划,游戏策划方向,网游策划,104373,0/104351/104355/104373,"网游策划,Online game planning"
游戏策划,游戏策划方向,游戏玩法策划,104374,0/104351/104355/104374,"游戏玩法策划,Gameplay Planning"
游戏策划,游戏策划方向,页游策划,104375,0/104351/104355/104375,"页游策划,Web game planning"
游戏数值策划,数据分析工具,Matlab,104378,0/104376/104377/104378,Matlab
游戏数值策划,游戏类型,SLG游戏,104380,0/104376/104379/104380,"SLG游戏,SLG Games"
游戏数值策划,游戏类型,RPG游戏,104381,0/104376/104379/104381,"RPG游戏,RPG games"
游戏数值策划,游戏类型,卡牌游戏,104382,0/104376/104379/104382,"卡牌游戏,Card Games"
游戏数值策划,游戏类型,单机游戏,104383,0/104376/104379/104383,"单机游戏,Single player games"
游戏数值策划,游戏类型,网络游戏,104384,0/104376/104379/104384,"网络游戏,Online Games"
游戏数值策划,游戏类型,手游,104385,0/104376/104379/104385,"手游,Mobile Games"
游戏数值策划,游戏类型,棋牌游戏,104388,0/104376/104379/104388,"棋牌游戏,Board Games"
游戏数值策划,游戏类型,页游,104390,0/104376/104379/104390,"页游,Web Games"
游戏数值策划,数值策划方向,战斗数值,104392,0/104376/104391/104392,"战斗数值,Combat Values"
游戏数值策划,数值策划方向,成长数值,104393,0/104376/104391/104393,"成长数值,Growth Value"
游戏数值策划,数值策划方向,数学建模,104394,0/104376/104391/104394,"数学建模,Mathematical modeling"
游戏数值策划,数值策划方向,经济数值,104395,0/104376/104391/104395,"经济数值,Economic Values"
游戏数值策划,设计职能,设计师,104397,0/104376/104396/104397,"设计师,Designer"
游戏数值策划,设计职能,设计经理,104398,0/104376/104396/104398,"设计经理,Design Manager"
游戏数值策划,设计软件,PhotoShop,104400,0/104376/104399/104400,PhotoShop
游戏数值策划,设计软件,CAD,104401,0/104376/104399/104401,CAD
游戏数值策划,设计软件,InDesign,104402,0/104376/104399/104402,InDesign
游戏制作人,产品职责,原型设计,104405,0/104403/104404/104405,"原型设计,Prototype Design"
游戏制作人,产品职责,思维导图,104406,0/104403/104404/104406,"思维导图,Mind Map"
游戏制作人,产品职责,用户研究,104407,0/104403/104404/104407,"用户研究,User Research"
游戏制作人,游戏策划方向,游戏剧情策划,104409,0/104403/104408/104409,"游戏剧情策划,Game plot planning"
游戏制作人,游戏策划方向,游戏数值策划,104410,0/104403/104408/104410,"游戏数值策划,Game numerical planning"
游戏制作人,游戏策划方向,游戏关卡策划,104411,0/104403/104408/104411,"游戏关卡策划,Game level planning"
游戏制作人,游戏策划方向,游戏策划,104412,0/104403/104408/104412,"游戏策划,Game Planning"
