"一级","二级","职位名","职位id","职位编码","别名"
金融业,通用,市场分析,102163,"0/102124/102125/102163","市场分析,市场分析师,市场分析员,市场分析担当,市场分析助理,市场分析specialist,市场分析assistant,Marketing Analyst担当,Marketing Analyst助理,Marketing Analyst specialist,Marketing Analyst assistant,Market Analyst担当,Market Analyst助理,Market Analyst specialist,Market Analyst assistant,Market Analysis"
金融业,通用,市场分析经理,102164,"0/102124/102125/102164","市场分析经理,MARKETING ANALYTICS主任,MARKETING ANALYTICS经理,MARKETING ANALYTICS主管,MARKETING ANALYTICS MANAGER,MARKETING ANALYTICS LEADER,MARKETING ANALYTICS负责人,MARKETING ANALYTICS SUPERVISOR,MARKETING ANALYTICS LEAD,MARKETING ANALYST主任,MARKET ANALYST LEADS,市场分析负责人,MARKETING ANALYST SUPERVISOR,MARKET ANALYST MANAGER,MARKETING ANALYST主管,MARKET ANALYST LEAD,市场分析LEAD,MARKETING ANALYST LEAD,MARKET ANALYST负责人,MARKETING ANALYST经理,MARKET ANALYST LEADER,市场分析主管,MARKETING ANALYST负责人,MARKET ANALYST主管,市场分析主任,MARKETING ANALYST MANAGER,MARKET ANALYST SUPERVISOR,MARKET ANALYST经理,MARKETING ANALYST LEADS,市场分析MANAGER,MARKET ANALYST主任,MARKETING ANALYST LEADER,市场分析LEADER,市场分析LEADS,市场分析SUPERVISOR,Market Analysis Manager"
金融业,通用,首席风险官,102165,"0/102124/102125/102165","首席风险官,CRO,风控VP,风险VP,首席风控,首席风险,Chief Risk Officer"
金融业,通用,资产保全专员,102179,"0/102124/102125/102179","资产保全专员,资产保全,Asset Preservation Specialist"
金融业,通用,资产保全经理,102180,"0/102124/102125/102180","资产保全经理,资产保全主任,资产保全主管,资产保全MANAGER,资产保全管理,资产保全组长,资产保全supervisor,Asset Protection Manager"
金融业,通用,资产保全总监,102181,"0/102124/102125/102181","资产保全总监,资产保全总经理,资产保全GENERAL MANAGER,资产保全Director,资产保全副总,Asset Protection Director"
金融业,通用,复核,102182,"0/102124/102125/102182","复核,Review"
金融业,通用,复核主管,102183,"0/102124/102125/102183","复核主管,复核经理,复核负责人,复核管理,Review Supervisor"
金融业,通用,信用分析师,102184,"0/102124/102125/102184","信用分析师,信用分析员,信用研究员,信用评估员,信用分析助理,信用分析顾问,信用分析专家,信用研究顾问,信用研究专家,信用研究助理,信用研究师,信用评估专家,信用评估助理,信用评估顾问,信用评估师,Credit Analyst"
金融业,通用,信用评估管理,102185,"0/102124/102125/102185","信用评估管理,信用评估主管,信用评估主任,信用评估经理,信用评估负责人,信用评估MANAGER,信用评估SUPERVISOR,信用分析MANAGER,信用分析SUPERVISOR,信用分析主任,信用分析主管,信用分析管理,信用分析经理,信用分析负责人,Credit Assessment Management"
金融业,通用,清算/结算,102189,"0/102124/102125/102189","清算/结算,清算,结算,Settlement Clerk,Settlement Specialist,Clearing/Settlement"
金融业,通用,清算/结算管理,102190,"0/102124/102125/102190","清算/结算管理,结算经理,清算SUPERVISOR,清算经理,清算MANAGER,结算主管,清算管理,清算主任,清算主管,清算负责人,结算主任,结算管理,结算负责人,Clearing/settlement management"
金融业,通用,征信,102201,"0/102124/102125/102201","征信,Credit Investigation"
金融业,通用,征信主管,102202,"0/102124/102125/102202","征信主管,征信经理,征信主任,征信负责人,征信MANAGER,征信LEADER,征信管理,征信supervisor,Credit Investigation Supervisor"
金融业,通用,征信总监,102203,"0/102124/102125/102203","征信总监,征信总经理,征信副总,征信Director,Credit Investigation Director"
金融业,通用,募集经理,102206,"0/102124/102125/102206","募集经理,募集MANAGER,募集SUPERVISOR,募集主管,募集主任,募集管理,募集负责人,Fundraising Manager"
金融业,通用,募集总监,102207,"0/102124/102125/102207","募集总监,募集GENERAL MANAGER,募集总经理,募集副总,Fundraising Director"
金融业,通用,投资银行业务,102208,"0/102124/102125/102208","投资银行业务,投资银行员,投资银行顾问,投资银行专家,投资银行助理,Investment Banking"
金融业,通用,投资银行经理,102209,"0/102124/102125/102209","投资银行经理,投资银行主管,投资银行主任,投资银行管理,投资银行负责人,投资银行MANAGER,投资银行SUPERVISOR,Investment Banking Manager"
金融业,通用,投资银行总监,102210,"0/102124/102125/102210","投资银行总监,投资银行副总,投资银行总经理,Investment Banking Director"
金融业,通用,承揽/承销/承做,102211,"0/102124/102125/102211","承揽/承销/承做,承做,承揽,承销,Underwriting/Sponsorship/Execution"
金融业,通用,承揽/承销/承做经理,102212,"0/102124/102125/102212","承揽/承销/承做经理,承揽经理,承做经理,承销经理,承做主管,承揽主管,承销主管,Underwriting/Sponsorship/Execution Manager"
金融业,通用,并购,102213,"0/102124/102125/102213","并购,Merger,Mergers and Acquisitions(M&A)"
金融业,通用,并购经理,102214,"0/102124/102125/102214","并购经理,Merger lead,Merger leads,Merger leader,Merger manager,Merger supervisor,Merger主任,Merger主管,Merger经理,Merger负责人,并购lead,并购leads,并购leader,并购manager,并购supervisor,并购主任,并购主管,并购负责人,M&A Manager"
金融业,通用,大堂经理,102217,"0/102124/102125/102217","大堂经理,Lobby Manager"
金融业,通用,大堂经理助理,102218,"0/102124/102125/102218","大堂经理助理,大堂ASSISTANT,大堂助理,Assistant Lobby Manager"
金融业,通用,综合柜员,102219,"0/102124/102125/102219","综合柜员,Comprehensive teller"
金融业,通用,交易员/操盘手,102220,"0/102124/102125/102220","交易员/操盘手,交易员,操盘手,Traders,Trader,Trader/Trader"
金融业,通用,期货居间人,102221,"0/102124/102125/102221","期货居间人,期货居间,Futures Intermediary"
金融业,通用,证券经纪人,102222,"0/102124/102125/102222","证券经纪人,证券代表,证券专员,证券助理,证券顾问,证券岗,Securities Broker"
金融业,通用,理财顾问,102224,"0/102124/102125/102224","理财顾问,理财师,cfp,ccfp,Financial planner,FC,Financial Advisor"
金融业,通用,理财经理,102225,"0/102124/102125/102225","理财经理,Financial Planning Manager,理财主管,Financial Manager"
金融业,银行,行长/副行长,102227,"0/102124/102226/102227","行长/副行长,PRESIDENT,行长,Bank President/Vice President"
金融业,银行,综合业务经理/主管,102231,"0/102124/102226/102231","综合业务经理/主管,综合业务HEAD,综合业务LEADER,综合业务MANAGER,综合业务SUPERVISOR,综合业务主管,综合业务主任,综合业务管理,综合业务经理,综合业务负责人,General Business Manager/Supervisor"
金融业,银行,综合业务专员/助理,102232,"0/102124/102226/102232","综合业务专员/助理,综合业务ASSISTANT,综合业务员,综合业务助理,综合业务顾问,综合业务专家,综合业务担当,综合业务代表,General Business Specialist/Assistant"
金融业,银行,公司业务部门经理/主管,102233,"0/102124/102226/102233","公司业务部门经理/主管,公司业务部门HEAD,公司业务部门LEADER,公司业务部门MANAGER,公司业务部门SUPERVISOR,公司业务部门主管,公司业务部门经理,公司业务部门主任,公司业务部门管理,公司业务部门负责人,Corporate Business Department Manager/Supervisor"
金融业,银行,公司业务客户经理,102234,"0/102124/102226/102234","公司业务客户经理,公司业务客户员,公司业务客户助理,公司业务客户担当,公司业务客户代表,公司业务客户ASSISTANT,公司业务客户主任,公司业务客户主管,公司业务客户负责人,公司业务客户管理,公司业务客户顾问,Corporate Business Account Manager"
金融业,银行,个人业务部门经理/主管,102235,"0/102124/102226/102235","个人业务部门经理/主管,个人业务部门HEAD,个人业务部门LEADER,个人业务部门MANAGER,个人业务部门SUPERVISOR,个人业务部门主任,个人业务部门主管,个人业务部门经理,个人业务部门管理,个人业务部门负责人,Personal Business Department Manager/Supervisor"
金融业,银行,个人业务客户经理,102236,"0/102124/102226/102236","个人业务客户经理,PERSONAL BANKING BUSINESS客户HEAD,PERSONAL BANKING BUSINESS客户LEADER,PERSONAL BANKING BUSINESS客户MANAGER,PERSONAL BANKING BUSINESS客户SUPERVISOR,PERSONAL BANKING BUSINESS客户主管,PERSONAL BANKING BUSINESS客户经理,PERSONAL BANKING BUSINESS客户负责人,个人业务客户HEAD,个人业务客户LEADER,个人业务客户MANAGER,个人业务客户SUPERVISOR,个人业务客户主管,个人业务客户主任,个人业务客户负责人,个人业务客户管理,对私业务客户HEAD,对私业务客户LEADER,对私业务客户MANAGER,对私业务客户SUPERVISOR,对私业务客户主管,对私业务客户经理,对私业务客户负责人,对私业务客户主任,对私业务客户管理,PERSONAL BANKING BUSINESS客户主任,PERSONAL BANKING BUSINESS客户管理,个人业务客户员,个人业务客户代表,个人业务客户顾问,个人业务客户助理,个人业务客户担当,对私业务客户员,对私业务客户顾问,对私业务客户代表,对私业务客户"
金融业,银行,银行经理/主任,102237,"0/102124/102226/102237","银行经理/主任,BANK MANAGER,BANK HEAD,BANK LEADER,BANK负责人,BANK经理,BANK主管,BANK主任,BANK管理,BANK SUPERVISOR,银行HEAD,银行LEADER,银行MANAGER,银行SUPERVISOR,银行主任,银行主管,银行管理,银行经理,银行负责人,Bank Manager/Executive"
金融业,银行,信用卡销售,102238,"0/102124/102226/102238","信用卡销售,CREDIT CARD销售,信用卡客户管理,信用卡客户经理,CREDIT CARD客户经理,CREDIT CARD客户管理,信用卡专管员,信用卡营销,卡管,Credit card sales"
金融业,银行,信用卡催收/逾期客户管理,102239,"0/102124/102226/102239","信用卡催收/逾期客户管理,CREDIT CARD催收,信用卡催收,CREDIT CARD逾期,信用卡逾期,CREDIT CARD管理,信用卡管理,Credit card collection/overdue customer management"
金融业,银行,银行卡/电子银行/新业务开拓,102240,"0/102124/102226/102240","银行卡/电子银行/新业务开拓,银行卡开拓,银行卡拓展,银行卡发展,电子银行发展,电子银行开拓,电子银行拓展,银行业务,银行代表,银行助理,银行员,银行顾问,Bank Card/Electronic Banking/New Business Development"
金融业,银行,国际结算/外汇交易,102241,"0/102124/102226/102241","国际结算/外汇交易,国际结算,外汇交易,资金结算,International settlement/foreign exchange trading"
金融业,银行,进出口/信用证结算,102242,"0/102124/102226/102242","进出口/信用证结算,进出口结算,信用证结算,Import and export/letter of credit settlement"
金融业,银行,信贷管理/资信评估/分析,102243,"0/102124/102226/102243","信贷管理/资信评估/分析,信贷管理,信贷评估,资信分析,资信评估,CREDIT ANALYST,Credit management/credit assessment/analysis"
金融业,银行,单证处理,102245,"0/102124/102226/102245","单证处理,单证,单证员,单证助理,单证顾问,Document processing"
金融业,银行,票据,102246,"0/102124/102226/102246","票据,票据助理,票据员,票据交易,票据经纪,Bill"
金融业,银行,金融同业,102247,"0/102124/102226/102247","金融同业,Financial Interbank Business"
金融业,银行,金融同业经理/主管,102248,"0/102124/102226/102248","金融同业经理/主管,金融同业主管,金融同业主任,金融同业管理,金融同业负责人,金融同业经理,Financial industry business manager/supervisor"
金融业,银行,金融同业总监,102249,"0/102124/102226/102249","金融同业总监,金融同业副总,金融同业总经理,Financial Industry Business Director"
金融业,银行,基金托管,102250,"0/102124/102226/102250","基金托管,FUND托管,FUND运营,基金运作,FUND运作,基金运营,基金管理,FUND管理,FUND业务,基金业务,Fund Custody"
金融业,保险,保险代理人/经纪人/客户经理,102252,"0/102124/102251/102252","保险代理人/经纪人/客户经理,INSURANCE员,INSURANCE代理,保险员,保险客户,保险经纪,保险营销,保险销售,INSURANCE销售,INSURANCE营销,INSURANCE客户,INSURANCE经纪,保险代理,Insurance Specialist,INSURANCE代表,保险代表,险业务,Insurance Agent/Broker/Account Manager"
金融业,保险,保险顾问/财务规划师,102253,"0/102124/102251/102253","保险顾问/财务规划师,INSURANCE分析,INSURANCE规划,保险分析,保险规划,保险顾问,INSURANCE顾问,Insurance Advisor/Financial Planner"
金融业,保险,保险培训师,102255,"0/102124/102251/102255","保险培训师,INSURANCE TRAINER,保险TRAINER,INSURANCE培训,保险培训,保险讲师"
金融业,保险,保险内勤,102256,"0/102124/102251/102256","保险内勤,Insurance Back Office"
金融业,保险,固定收益,102257,"0/102124/102251/102257","固定收益,Fixed Income"
金融业,保险,续期,102258,"0/102124/102251/102258","续期,续期服务,续期员,续期岗,续期缴费,Renewal"
金融业,保险,续期主管/经理,102259,"0/102124/102251/102259","续期主管/经理,续期管理,续期经理,续期主任,续期主管,续期负责人,Renewal Supervisor/Manager"
金融业,保险,保全,102260,"0/102124/102251/102260","保全,保全岗,保全员,保全顾问,保全专家,保全代理,preservation"
金融业,保险,保全主管/经理,102261,"0/102124/102251/102261","保全主管/经理,保全主管,保全经理,保全管理,保全主任,保全负责人,Security Supervisor/Manager"
金融业,保险,临分/再保险,102263,"0/102124/102251/102263","临分/再保险,临分,再保险,Temporary insurance/reinsurance"
金融业,保险,临分/再保险主管/经理,102264,"0/102124/102251/102264","临分/再保险主管/经理,临分经理,临分负责人,临分主管,再保险经理,再保险主管,再保险负责人,临分主任,临分管理,再保险主任,再保险管理,Temporary insurance/Reinsurance Supervisor/Manager"
